Province/State;Country/Region;Lat;Long;Date;Confirmed;Deaths;Recovered;Active;WHO Region;NewCases;CaseFatalityRate
Jiangxi;China;27.614;115.722;2020/02/17;930;1;275;654;Western Pacific;304;0.0011
Jilin;China;43.6661;126.192;2020/02/17;89;1;34;54;Western Pacific;-841;0.0112
Liaoning;China;41.2956;122.608;2020/02/17;121;1;43;77;Western Pacific;32;0.0083
Macau;China;22.1667;113.55;2020/02/17;10;0;5;5;Western Pacific;-111;0.0000
Ningxia;China;37.2692;106.165;2020/02/17;70;0;35;35;Western Pacific;60;0.0000
Qinghai;China;35.7452;95.9956;2020/02/17;18;0;13;5;Western Pacific;-52;0.0000
Shaanxi;China;35.1917;108.87;2020/02/17;240;0;79;161;Western Pacific;222;0.0000
Shandong;China;36.3427;118.15;2020/02/17;541;2;191;348;Western Pacific;301;0.0037
Shanghai;China;31.202;121.449;2020/02/17;333;1;161;171;Western Pacific;-208;0.0030
Shanxi;China;37.5777;112.292;2020/02/17;130;0;53;77;Western Pacific;-203;0.0000
Sichuan;China;30.6171;102.71;2020/02/17;495;3;156;336;Western Pacific;365;0.0061
Tianjin;China;39.3054;117.323;2020/02/17;125;3;46;76;Western Pacific;-370;0.0240
Tibet;China;31.6927;88.0924;2020/02/17;1;0;1;0;Western Pacific;-124;0.0000
Xinjiang;China;41.1129;85.2401;2020/02/17;75;1;12;62;Western Pacific;74;0.0133
Yunnan;China;24.974;101.487;2020/02/17;171;0;47;124;Western Pacific;96;0.0000
Zhejiang;China;29.1832;120.093;2020/02/17;1171;0;507;664;Western Pacific;1000;0.0000
Heilongjiang;China;47.862;127.761;2020/02/17;457;11;85;361;Western Pacific;-714;0.0241
Anhui;China;31.8257;117.226;2020/02/17;973;6;280;687;Western Pacific;516;0.0062
Beijing;China;40.1824;116.414;2020/02/17;381;4;114;263;Western Pacific;-592;0.0105
Chongqing;China;30.0572;107.874;2020/02/17;553;5;225;323;Western Pacific;172;0.0090
Fujian;China;26.0789;117.987;2020/02/17;290;0;90;200;Western Pacific;-263;0.0000
Gansu;China;35.7518;104.286;2020/02/17;91;2;58;31;Western Pacific;-199;0.0220
Guangdong;China;23.3417;113.424;2020/02/17;1322;4;524;794;Western Pacific;1231;0.0030
Guangxi;China;23.8298;108.788;2020/02/17;238;2;53;183;Western Pacific;-1084;0.0084
Guizhou;China;26.8154;106.875;2020/02/17;146;1;57;88;Western Pacific;-92;0.0068
Hainan;China;19.1959;109.745;2020/02/17;163;4;59;100;Western Pacific;17;0.0245
Hebei;China;39.549;116.131;2020/02/17;301;3;0;298;Western Pacific;138;0.0100
Henan;China;37.8957;114.904;2020/02/17;1246;16;0;1230;Western Pacific;945;0.0128
Hong Kong;China;22.3;114.2;2020/02/17;60;1;2;57;Western Pacific;-1186;0.0167
Hubei;China;30.9756;112.271;2020/02/17;59989;1789;7862;50338;Western Pacific;59929;0.0298
Hunan;China;27.6104;111.709;2020/02/17;1006;3;498;505;Western Pacific;-58983;0.0030
Shanxi;China;37.5777;112.292;2020/02/17;130;0;53;77;Western Pacific;-876;0.0000
Sichuan;China;30.6171;102.71;2020/02/17;495;3;156;336;Western Pacific;365;0.0061
Tianjin;China;39.3054;117.323;2020/02/17;125;3;46;76;Western Pacific;-370;0.0240
Tibet;China;31.6927;88.0924;2020/02/17;1;0;1;0;Western Pacific;-124;0.0000
Xinjiang;China;41.1129;85.2401;2020/02/17;75;1;12;62;Western Pacific;74;0.0133
Yunnan;China;24.974;101.487;2020/02/17;171;0;47;124;Western Pacific;96;0.0000
Zhejiang;China;29.1832;120.093;2020/02/17;1171;0;507;664;Western Pacific;1000;0.0000
Shanghai;China;31.202;121.449;2020/02/17;333;1;161;171;Western Pacific;-838;0.0030
Anhui;China;31.8257;117.226;2020/02/17;973;6;280;687;Western Pacific;640;0.0062
Hubei;China;30.9756;112.271;2020/02/17;59989;1789;7862;50338;Western Pacific;59016;0.0298
Hong Kong;China;22.3;114.2;2020/02/17;60;1;2;57;Western Pacific;-59929;0.0167
Henan;China;37.8957;114.904;2020/02/17;1246;16;0;1230;Western Pacific;1186;0.0128
Heilongjiang;China;47.862;127.761;2020/02/17;457;11;85;361;Western Pacific;-789;0.0241
Hebei;China;39.549;116.131;2020/02/17;301;3;0;298;Western Pacific;-156;0.0100
Hainan;China;19.1959;109.745;2020/02/17;163;4;59;100;Western Pacific;-138;0.0245
Beijing;China;40.1824;116.414;2020/02/17;381;4;114;263;Western Pacific;218;0.0105
Chongqing;China;30.0572;107.874;2020/02/17;553;5;225;323;Western Pacific;172;0.0090
Fujian;China;26.0789;117.987;2020/02/17;290;0;90;200;Western Pacific;-263;0.0000
Gansu;China;35.7518;104.286;2020/02/17;91;2;58;31;Western Pacific;-199;0.0220
Guangdong;China;23.3417;113.424;2020/02/17;1322;4;524;794;Western Pacific;1231;0.0030
Inner Mongolia;China;44.0935;113.945;2020/02/17;72;0;8;64;Western Pacific;-1250;0.0000
Jiangsu;China;32.9711;119.455;2020/02/17;626;0;258;368;Western Pacific;554;0.0000
Jiangxi;China;27.614;115.722;2020/02/17;930;1;275;654;Western Pacific;304;0.0011
Jilin;China;43.6661;126.192;2020/02/17;89;1;34;54;Western Pacific;-841;0.0112
Liaoning;China;41.2956;122.608;2020/02/17;121;1;43;77;Western Pacific;32;0.0083
Guizhou;China;26.8154;106.875;2020/02/17;146;1;57;88;Western Pacific;25;0.0068
Macau;China;22.1667;113.55;2020/02/17;10;0;5;5;Western Pacific;-136;0.0000
Ningxia;China;37.2692;106.165;2020/02/17;70;0;35;35;Western Pacific;60;0.0000
Guangxi;China;23.8298;108.788;2020/02/17;238;2;53;183;Western Pacific;168;0.0084
Qinghai;China;35.7452;95.9956;2020/02/17;18;0;13;5;Western Pacific;-220;0.0000
Shaanxi;China;35.1917;108.87;2020/02/17;240;0;79;161;Western Pacific;222;0.0000
Shandong;China;36.3427;118.15;2020/02/17;541;2;191;348;Western Pacific;301;0.0037
Qinghai;China;35.7452;95.9956;2020/02/18;18;0;15;3;Western Pacific;-523;0.0000
Heilongjiang;China;47.862;127.761;2020/02/18;464;11;111;342;Western Pacific;446;0.0237
Henan;China;37.8957;114.904;2020/02/18;1257;19;0;1238;Western Pacific;793;0.0151
Hong Kong;China;22.3;114.2;2020/02/18;62;1;2;59;Western Pacific;-1195;0.0161
Hebei;China;39.549;116.131;2020/02/18;306;4;0;302;Western Pacific;244;0.0131
Guizhou;China;26.8154;106.875;2020/02/18;146;2;66;78;Western Pacific;-160;0.0137
Guangxi;China;23.8298;108.788;2020/02/18;242;2;69;171;Western Pacific;96;0.0083
Guangdong;China;23.3417;113.424;2020/02/18;1328;4;565;759;Western Pacific;1086;0.0030
Gansu;China;35.7518;104.286;2020/02/18;91;2;62;27;Western Pacific;-1237;0.0220
Hubei;China;30.9756;112.271;2020/02/18;61682;1921;9128;50633;Western Pacific;61591;0.0311
Hunan;China;27.6104;111.709;2020/02/18;1007;4;527;476;Western Pacific;-60675;0.0040
Inner Mongolia;China;44.0935;113.945;2020/02/18;73;0;8;65;Western Pacific;-934;0.0000
Jiangsu;China;32.9711;119.455;2020/02/18;629;0;280;349;Western Pacific;556;0.0000
Jiangxi;China;27.614;115.722;2020/02/18;933;1;310;622;Western Pacific;304;0.0011
Jilin;China;43.6661;126.192;2020/02/18;89;1;36;52;Western Pacific;-844;0.0112
Liaoning;China;41.2956;122.608;2020/02/18;121;1;53;67;Western Pacific;32;0.0083
Macau;China;22.1667;113.55;2020/02/18;10;0;5;5;Western Pacific;-111;0.0000
Ningxia;China;37.2692;106.165;2020/02/18;70;0;42;28;Western Pacific;60;0.0000
Hainan;China;19.1959;109.745;2020/02/18;163;4;79;80;Western Pacific;93;0.0245
Shaanxi;China;35.1917;108.87;2020/02/18;240;0;89;151;Western Pacific;77;0.0000
Fujian;China;26.0789;117.987;2020/02/18;292;0;93;199;Western Pacific;52;0.0000
Shanghai;China;31.202;121.449;2020/02/18;333;1;177;155;Western Pacific;41;0.0030
Shanxi;China;37.5777;112.292;2020/02/18;131;0;61;70;Western Pacific;-202;0.0000
Sichuan;China;30.6171;102.71;2020/02/18;508;3;169;336;Western Pacific;377;0.0059
Tianjin;China;39.3054;117.323;2020/02/18;128;3;48;77;Western Pacific;-380;0.0234
Tibet;China;31.6927;88.0924;2020/02/18;1;0;1;0;Western Pacific;-127;0.0000
Xinjiang;China;41.1129;85.2401;2020/02/18;76;1;12;63;Western Pacific;75;0.0132
Yunnan;China;24.974;101.487;2020/02/18;172;0;57;115;Western Pacific;96;0.0000
Zhejiang;China;29.1832;120.093;2020/02/18;1172;0;535;637;Western Pacific;1000;0.0000
Chongqing;China;30.0572;107.874;2020/02/18;555;5;254;296;Western Pacific;-617;0.0090
Beijing;China;40.1824;116.414;2020/02/18;387;4;122;261;Western Pacific;-168;0.0103
Anhui;China;31.8257;117.226;2020/02/18;982;6;361;615;Western Pacific;595;0.0061
Shandong;China;36.3427;118.15;2020/02/18;543;3;211;329;Western Pacific;-439;0.0055
Hunan;China;27.6104;111.709;2020/02/18;1007;4;527;476;Western Pacific;464;0.0040
Jiangsu;China;32.9711;119.455;2020/02/18;629;0;280;349;Western Pacific;-378;0.0000
Jiangxi;China;27.614;115.722;2020/02/18;933;1;310;622;Western Pacific;304;0.0011
Jilin;China;43.6661;126.192;2020/02/18;89;1;36;52;Western Pacific;-844;0.0112
Liaoning;China;41.2956;122.608;2020/02/18;121;1;53;67;Western Pacific;32;0.0083
Macau;China;22.1667;113.55;2020/02/18;10;0;5;5;Western Pacific;-111;0.0000
Ningxia;China;37.2692;106.165;2020/02/18;70;0;42;28;Western Pacific;60;0.0000
Qinghai;China;35.7452;95.9956;2020/02/18;18;0;15;3;Western Pacific;-52;0.0000
Hong Kong;China;22.3;114.2;2020/02/18;62;1;2;59;Western Pacific;44;0.0161
Shaanxi;China;35.1917;108.87;2020/02/18;240;0;89;151;Western Pacific;178;0.0000
Inner Mongolia;China;44.0935;113.945;2020/02/18;73;0;8;65;Western Pacific;-167;0.0000
Sichuan;China;30.6171;102.71;2020/02/18;508;3;169;336;Western Pacific;435;0.0059
Anhui;China;31.8257;117.226;2020/02/18;982;6;361;615;Western Pacific;474;0.0061
Tianjin;China;39.3054;117.323;2020/02/18;128;3;48;77;Western Pacific;-854;0.0234
Zhejiang;China;29.1832;120.093;2020/02/18;1172;0;535;637;Western Pacific;1044;0.0000
Yunnan;China;24.974;101.487;2020/02/18;172;0;57;115;Western Pacific;-1000;0.0000
Xinjiang;China;41.1129;85.2401;2020/02/18;76;1;12;63;Western Pacific;-96;0.0132
Tibet;China;31.6927;88.0924;2020/02/18;1;0;1;0;Western Pacific;-75;0.0000
Shandong;China;36.3427;118.15;2020/02/18;543;3;211;329;Western Pacific;542;0.0055
Shanghai;China;31.202;121.449;2020/02/18;333;1;177;155;Western Pacific;-210;0.0030
Shanxi;China;37.5777;112.292;2020/02/18;131;0;61;70;Western Pacific;-202;0.0000
Beijing;China;40.1824;116.414;2020/02/18;387;4;122;261;Western Pacific;256;0.0103
Chongqing;China;30.0572;107.874;2020/02/18;555;5;254;296;Western Pacific;168;0.0090
Fujian;China;26.0789;117.987;2020/02/18;292;0;93;199;Western Pacific;-263;0.0000
Gansu;China;35.7518;104.286;2020/02/18;91;2;62;27;Western Pacific;-201;0.0220
Guangdong;China;23.3417;113.424;2020/02/18;1328;4;565;759;Western Pacific;1237;0.0030
Guangxi;China;23.8298;108.788;2020/02/18;242;2;69;171;Western Pacific;-1086;0.0083
Guizhou;China;26.8154;106.875;2020/02/18;146;2;66;78;Western Pacific;-96;0.0137
Hainan;China;19.1959;109.745;2020/02/18;163;4;79;80;Western Pacific;17;0.0245
Hebei;China;39.549;116.131;2020/02/18;306;4;0;302;Western Pacific;143;0.0131
Heilongjiang;China;47.862;127.761;2020/02/18;464;11;111;342;Western Pacific;158;0.0237
Henan;China;37.8957;114.904;2020/02/18;1257;19;0;1238;Western Pacific;793;0.0151
Hubei;China;30.9756;112.271;2020/02/18;61682;1921;9128;50633;Western Pacific;60425;0.0311
Anhui;China;31.8257;117.226;2020/02/19;986;6;413;567;Western Pacific;-60696;0.0061
Jilin;China;43.6661;126.192;2020/02/19;90;1;37;52;Western Pacific;-896;0.0111
Ningxia;China;37.2692;106.165;2020/02/19;71;0;42;29;Western Pacific;-19;0.0000
Jiangsu;China;32.9711;119.455;2020/02/19;631;0;318;313;Western Pacific;560;0.0000
Jiangxi;China;27.614;115.722;2020/02/19;934;1;362;571;Western Pacific;303;0.0011
Macau;China;22.1667;113.55;2020/02/19;10;0;5;5;Western Pacific;-924;0.0000
Heilongjiang;China;47.862;127.761;2020/02/19;470;12;120;338;Western Pacific;460;0.0255
Henan;China;37.8957;114.904;2020/02/19;1262;19;0;1243;Western Pacific;792;0.0151
Hunan;China;27.6104;111.709;2020/02/19;1008;4;561;443;Western Pacific;-254;0.0040
Guangxi;China;23.8298;108.788;2020/02/19;244;2;86;156;Western Pacific;-764;0.0082
Guangdong;China;23.3417;113.424;2020/02/19;1331;5;606;720;Western Pacific;1087;0.0038
Fujian;China;26.0789;117.987;2020/02/19;293;0;112;181;Western Pacific;-1038;0.0000
Chongqing;China;30.0572;107.874;2020/02/19;560;5;274;281;Western Pacific;267;0.0089
Beijing;China;40.1824;116.414;2020/02/19;393;4;145;244;Western Pacific;-167;0.0102
Zhejiang;China;29.1832;120.093;2020/02/19;1174;0;604;570;Western Pacific;781;0.0000
Yunnan;China;24.974;101.487;2020/02/19;172;1;60;111;Western Pacific;-1002;0.0058
Gansu;China;35.7518;104.286;2020/02/19;91;2;65;24;Western Pacific;-81;0.0220
Xinjiang;China;41.1129;85.2401;2020/02/19;76;1;20;55;Western Pacific;-15;0.0132
Tibet;China;31.6927;88.0924;2020/02/19;1;0;1;0;Western Pacific;-75;0.0000
Tianjin;China;39.3054;117.323;2020/02/19;130;3;54;73;Western Pacific;129;0.0231
Sichuan;China;30.6171;102.71;2020/02/19;514;3;188;323;Western Pacific;384;0.0058
Shanxi;China;37.5777;112.292;2020/02/19;131;0;68;63;Western Pacific;-383;0.0000
Shandong;China;36.3427;118.15;2020/02/19;544;3;231;310;Western Pacific;413;0.0055
Guizhou;China;26.8154;106.875;2020/02/19;146;2;70;74;Western Pacific;-398;0.0137
Hainan;China;19.1959;109.745;2020/02/19;168;4;84;80;Western Pacific;22;0.0238
Shaanxi;China;35.1917;108.87;2020/02/19;242;0;102;140;Western Pacific;74;0.0000
Hebei;China;39.549;116.131;2020/02/19;306;4;0;302;Western Pacific;64;0.0131
Qinghai;China;35.7452;95.9956;2020/02/19;18;0;16;2;Western Pacific;-288;0.0000
Shanghai;China;31.202;121.449;2020/02/19;333;2;186;145;Western Pacific;315;0.0060
Hong Kong;China;22.3;114.2;2020/02/19;63;2;5;56;Western Pacific;-270;0.0317
Liaoning;China;41.2956;122.608;2020/02/19;121;1;55;65;Western Pacific;58;0.0083
Hubei;China;30.9756;112.271;2020/02/19;62031;2029;10337;49665;Western Pacific;61910;0.0327
Inner Mongolia;China;44.0935;113.945;2020/02/19;75;0;10;65;Western Pacific;-61956;0.0000
Ningxia;China;37.2692;106.165;2020/02/19;71;0;42;29;Western Pacific;-4;0.0000
Qinghai;China;35.7452;95.9956;2020/02/19;18;0;16;2;Western Pacific;-53;0.0000
Shaanxi;China;35.1917;108.87;2020/02/19;242;0;102;140;Western Pacific;224;0.0000
Shandong;China;36.3427;118.15;2020/02/19;544;3;231;310;Western Pacific;302;0.0055
Shanghai;China;31.202;121.449;2020/02/19;333;2;186;145;Western Pacific;-211;0.0060
Shanxi;China;37.5777;112.292;2020/02/19;131;0;68;63;Western Pacific;-202;0.0000
Sichuan;China;30.6171;102.71;2020/02/19;514;3;188;323;Western Pacific;383;0.0058
Tianjin;China;39.3054;117.323;2020/02/19;130;3;54;73;Western Pacific;-384;0.0231
Tibet;China;31.6927;88.0924;2020/02/19;1;0;1;0;Western Pacific;-129;0.0000
Xinjiang;China;41.1129;85.2401;2020/02/19;76;1;20;55;Western Pacific;75;0.0132
Yunnan;China;24.974;101.487;2020/02/19;172;1;60;111;Western Pacific;96;0.0058
Zhejiang;China;29.1832;120.093;2020/02/19;1174;0;604;570;Western Pacific;1002;0.0000
Hunan;China;27.6104;111.709;2020/02/19;1008;4;561;443;Western Pacific;-166;0.0040
Anhui;China;31.8257;117.226;2020/02/19;986;6;413;567;Western Pacific;-22;0.0061
Beijing;China;40.1824;116.414;2020/02/19;393;4;145;244;Western Pacific;-593;0.0102
Chongqing;China;30.0572;107.874;2020/02/19;560;5;274;281;Western Pacific;167;0.0089
Fujian;China;26.0789;117.987;2020/02/19;293;0;112;181;Western Pacific;-267;0.0000
Gansu;China;35.7518;104.286;2020/02/19;91;2;65;24;Western Pacific;-202;0.0220
Guangdong;China;23.3417;113.424;2020/02/19;1331;5;606;720;Western Pacific;1240;0.0038
Guangxi;China;23.8298;108.788;2020/02/19;244;2;86;156;Western Pacific;-1087;0.0082
Guizhou;China;26.8154;106.875;2020/02/19;146;2;70;74;Western Pacific;-98;0.0137
Hainan;China;19.1959;109.745;2020/02/19;168;4;84;80;Western Pacific;22;0.0238
Hebei;China;39.549;116.131;2020/02/19;306;4;0;302;Western Pacific;138;0.0131
Heilongjiang;China;47.862;127.761;2020/02/19;470;12;120;338;Western Pacific;164;0.0255
Henan;China;37.8957;114.904;2020/02/19;1262;19;0;1243;Western Pacific;792;0.0151
Hong Kong;China;22.3;114.2;2020/02/19;63;2;5;56;Western Pacific;-1199;0.0317
Hubei;China;30.9756;112.271;2020/02/19;62031;2029;10337;49665;Western Pacific;61968;0.0327
Inner Mongolia;China;44.0935;113.945;2020/02/19;75;0;10;65;Western Pacific;-61956;0.0000
Jiangsu;China;32.9711;119.455;2020/02/19;631;0;318;313;Western Pacific;556;0.0000
Jiangxi;China;27.614;115.722;2020/02/19;934;1;362;571;Western Pacific;303;0.0011
Jilin;China;43.6661;126.192;2020/02/19;90;1;37;52;Western Pacific;-844;0.0111
Liaoning;China;41.2956;122.608;2020/02/19;121;1;55;65;Western Pacific;31;0.0083
Macau;China;22.1667;113.55;2020/02/19;10;0;5;5;Western Pacific;-111;0.0000
Zhejiang;China;29.1832;120.093;2020/02/20;1175;1;633;541;Western Pacific;1165;0.0009
Yunnan;China;24.974;101.487;2020/02/20;174;2;79;93;Western Pacific;-1001;0.0115
Tibet;China;31.6927;88.0924;2020/02/20;1;0;1;0;Western Pacific;-173;0.0000
Tianjin;China;39.3054;117.323;2020/02/20;131;3;59;69;Western Pacific;130;0.0229
Sichuan;China;30.6171;102.71;2020/02/20;520;3;217;300;Western Pacific;389;0.0058
Shanxi;China;37.5777;112.292;2020/02/20;132;0;76;56;Western Pacific;-388;0.0000
Shanghai;China;31.202;121.449;2020/02/20;334;2;199;133;Western Pacific;202;0.0060
Heilongjiang;China;47.862;127.761;2020/02/20;476;12;136;328;Western Pacific;142;0.0252
Henan;China;37.8957;114.904;2020/02/20;1265;19;0;1246;Western Pacific;789;0.0150
Chongqing;China;30.0572;107.874;2020/02/20;567;6;299;262;Western Pacific;-698;0.0106
Gansu;China;35.7518;104.286;2020/02/20;91;2;71;18;Western Pacific;-476;0.0220
Hainan;China;19.1959;109.745;2020/02/20;168;4;86;78;Western Pacific;77;0.0238
Hebei;China;39.549;116.131;2020/02/20;307;5;0;302;Western Pacific;139;0.0163
Guangxi;China;23.8298;108.788;2020/02/20;245;2;90;153;Western Pacific;-62;0.0082
Guizhou;China;26.8154;106.875;2020/02/20;146;2;72;72;Western Pacific;-99;0.0137
Beijing;China;40.1824;116.414;2020/02/20;395;4;153;238;Western Pacific;249;0.0101
Anhui;China;31.8257;117.226;2020/02/20;987;6;474;507;Western Pacific;592;0.0061
Guangdong;China;23.3417;113.424;2020/02/20;1332;5;642;685;Western Pacific;345;0.0038
Hong Kong;China;22.3;114.2;2020/02/20;68;2;6;60;Western Pacific;-1264;0.0294
Hubei;China;30.9756;112.271;2020/02/20;62442;2144;11788;48510;Western Pacific;62374;0.0343
Xinjiang;China;41.1129;85.2401;2020/02/20;76;1;22;53;Western Pacific;-62366;0.0132
Hunan;China;27.6104;111.709;2020/02/20;1010;4;634;372;Western Pacific;934;0.0040
Inner Mongolia;China;44.0935;113.945;2020/02/20;75;0;16;59;Western Pacific;-935;0.0000
Jiangsu;China;32.9711;119.455;2020/02/20;631;0;356;275;Western Pacific;556;0.0000
Jiangxi;China;27.614;115.722;2020/02/20;934;1;433;500;Western Pacific;303;0.0011
Jilin;China;43.6661;126.192;2020/02/20;91;1;43;47;Western Pacific;-843;0.0110
Liaoning;China;41.2956;122.608;2020/02/20;121;1;59;61;Western Pacific;30;0.0083
Macau;China;22.1667;113.55;2020/02/20;10;0;6;4;Western Pacific;-111;0.0000
Ningxia;China;37.2692;106.165;2020/02/20;71;0;44;27;Western Pacific;61;0.0000
Qinghai;China;35.7452;95.9956;2020/02/20;18;0;16;2;Western Pacific;-53;0.0000
Shaanxi;China;35.1917;108.87;2020/02/20;245;1;118;126;Western Pacific;227;0.0041
Shandong;China;36.3427;118.15;2020/02/20;546;4;254;288;Western Pacific;301;0.0073
Fujian;China;26.0789;117.987;2020/02/20;293;1;126;166;Western Pacific;-253;0.0034
Tianjin;China;39.3054;117.323;2020/02/20;131;3;59;69;Western Pacific;-162;0.0229
Tibet;China;31.6927;88.0924;2020/02/20;1;0;1;0;Western Pacific;-130;0.0000
Xinjiang;China;41.1129;85.2401;2020/02/20;76;1;22;53;Western Pacific;75;0.0132
Yunnan;China;24.974;101.487;2020/02/20;174;2;79;93;Western Pacific;98;0.0115
Hunan;China;27.6104;111.709;2020/02/20;1010;4;634;372;Western Pacific;836;0.0040
Guangdong;China;23.3417;113.424;2020/02/20;1332;5;642;685;Western Pacific;322;0.0038
Jiangsu;China;32.9711;119.455;2020/02/20;631;0;356;275;Western Pacific;-701;0.0000
Inner Mongolia;China;44.0935;113.945;2020/02/20;75;0;16;59;Western Pacific;-556;0.0000
Hubei;China;30.9756;112.271;2020/02/20;62442;2144;11788;48510;Western Pacific;62367;0.0343
Hong Kong;China;22.3;114.2;2020/02/20;68;2;6;60;Western Pacific;-62374;0.0294
Henan;China;37.8957;114.904;2020/02/20;1265;19;0;1246;Western Pacific;1197;0.0150
Heilongjiang;China;47.862;127.761;2020/02/20;476;12;136;328;Western Pacific;-789;0.0252
Hebei;China;39.549;116.131;2020/02/20;307;5;0;302;Western Pacific;-169;0.0163
Hainan;China;19.1959;109.745;2020/02/20;168;4;86;78;Western Pacific;-139;0.0238
Guangxi;China;23.8298;108.788;2020/02/20;245;2;90;153;Western Pacific;77;0.0082
Guizhou;China;26.8154;106.875;2020/02/20;146;2;72;72;Western Pacific;-99;0.0137
Zhejiang;China;29.1832;120.093;2020/02/20;1175;1;633;541;Western Pacific;1029;0.0009
Gansu;China;35.7518;104.286;2020/02/20;91;2;71;18;Western Pacific;-1084;0.0220
Fujian;China;26.0789;117.987;2020/02/20;293;1;126;166;Western Pacific;202;0.0034
Chongqing;China;30.0572;107.874;2020/02/20;567;6;299;262;Western Pacific;274;0.0106
Beijing;China;40.1824;116.414;2020/02/20;395;4;153;238;Western Pacific;-172;0.0101
Anhui;China;31.8257;117.226;2020/02/20;987;6;474;507;Western Pacific;592;0.0061
Jiangxi;China;27.614;115.722;2020/02/20;934;1;433;500;Western Pacific;-53;0.0011
Jilin;China;43.6661;126.192;2020/02/20;91;1;43;47;Western Pacific;-843;0.0110
Liaoning;China;41.2956;122.608;2020/02/20;121;1;59;61;Western Pacific;30;0.0083
Macau;China;22.1667;113.55;2020/02/20;10;0;6;4;Western Pacific;-111;0.0000
Ningxia;China;37.2692;106.165;2020/02/20;71;0;44;27;Western Pacific;61;0.0000
Qinghai;China;35.7452;95.9956;2020/02/20;18;0;16;2;Western Pacific;-53;0.0000
Shaanxi;China;35.1917;108.87;2020/02/20;245;1;118;126;Western Pacific;227;0.0041
Shandong;China;36.3427;118.15;2020/02/20;546;4;254;288;Western Pacific;301;0.0073
Shanghai;China;31.202;121.449;2020/02/20;334;2;199;133;Western Pacific;-212;0.0060
Shanxi;China;37.5777;112.292;2020/02/20;132;0;76;56;Western Pacific;-202;0.0000
Sichuan;China;30.6171;102.71;2020/02/20;520;3;217;300;Western Pacific;388;0.0058
Yunnan;China;24.974;101.487;2020/02/21;174;2;96;76;Western Pacific;-346;0.0115
Xinjiang;China;41.1129;85.2401;2020/02/21;76;1;24;51;Western Pacific;-98;0.0132
Tibet;China;31.6927;88.0924;2020/02/21;1;0;1;0;Western Pacific;-75;0.0000
Tianjin;China;39.3054;117.323;2020/02/21;132;3;62;67;Western Pacific;131;0.0227
Sichuan;China;30.6171;102.71;2020/02/21;525;3;231;291;Western Pacific;393;0.0057
Gansu;China;35.7518;104.286;2020/02/21;91;2;76;13;Western Pacific;-434;0.0220
Guangxi;China;23.8298;108.788;2020/02/21;246;2;97;147;Western Pacific;155;0.0081
Guizhou;China;26.8154;106.875;2020/02/21;146;2;77;67;Western Pacific;-100;0.0137
Hebei;China;39.549;116.131;2020/02/21;308;5;0;303;Western Pacific;162;0.0162
Heilongjiang;China;47.862;127.761;2020/02/21;479;12;175;292;Western Pacific;171;0.0251
Zhejiang;China;29.1832;120.093;2020/02/21;1203;1;679;523;Western Pacific;724;0.0008
Guangdong;China;23.3417;113.424;2020/02/21;1333;5;690;638;Western Pacific;130;0.0038
Hong Kong;China;22.3;114.2;2020/02/21;68;2;5;61;Western Pacific;-1265;0.0294
Hubei;China;30.9756;112.271;2020/02/21;62662;2144;11881;48637;Western Pacific;62594;0.0342
Hunan;China;27.6104;111.709;2020/02/21;1011;4;661;346;Western Pacific;-61651;0.0040
Inner Mongolia;China;44.0935;113.945;2020/02/21;75;0;17;58;Western Pacific;-936;0.0000
Henan;China;37.8957;114.904;2020/02/21;1267;19;0;1248;Western Pacific;1192;0.0150
Anhui;China;31.8257;117.226;2020/02/21;988;6;539;443;Western Pacific;-279;0.0061
Beijing;China;40.1824;116.414;2020/02/21;396;4;169;223;Western Pacific;-592;0.0101
Chongqing;China;30.0572;107.874;2020/02/21;572;6;316;250;Western Pacific;176;0.0105
Macau;China;22.1667;113.55;2020/02/21;10;0;6;4;Western Pacific;-562;0.0000
Jiangsu;China;32.9711;119.455;2020/02/21;631;0;373;258;Western Pacific;621;0.0000
Jiangxi;China;27.614;115.722;2020/02/21;934;1;489;444;Western Pacific;303;0.0011
Jilin;China;43.6661;126.192;2020/02/21;91;1;45;45;Western Pacific;-843;0.0110
Liaoning;China;41.2956;122.608;2020/02/21;121;1;61;59;Western Pacific;30;0.0083
Ningxia;China;37.2692;106.165;2020/02/21;71;0;48;23;Western Pacific;-50;0.0000
Qinghai;China;35.7452;95.9956;2020/02/21;18;0;18;0;Western Pacific;-53;0.0000
Shaanxi;China;35.1917;108.87;2020/02/21;245;1;134;110;Western Pacific;227;0.0041
Shandong;China;36.3427;118.15;2020/02/21;749;4;281;464;Western Pacific;504;0.0053
Shanghai;China;31.202;121.449;2020/02/21;334;2;211;121;Western Pacific;-415;0.0060
Shanxi;China;37.5777;112.292;2020/02/21;132;0;78;54;Western Pacific;-202;0.0000
Fujian;China;26.0789;117.987;2020/02/21;293;1;149;143;Western Pacific;161;0.0034
Hainan;China;19.1959;109.745;2020/02/21;168;4;95;69;Western Pacific;-125;0.0238
Fujian;China;26.0789;117.987;2020/02/21;293;1;149;143;Western Pacific;125;0.0034
Chongqing;China;30.0572;107.874;2020/02/21;572;6;316;250;Western Pacific;279;0.0105
Beijing;China;40.1824;116.414;2020/02/21;396;4;169;223;Western Pacific;-176;0.0101
Anhui;China;31.8257;117.226;2020/02/21;988;6;539;443;Western Pacific;592;0.0061
